Index,Time,Gene1,Gene2,Gene3,Gene4,Gene5,Gene6,Gene7,Gene8,Gene9,Gene10,Gene11,Gene12,Gene13,Gene14,Gene15,Gene16,Gene17,Gene18,Gene19,Gene20,Gene21,Gene22,Gene23,Gene24,Gene25,Gene26,Gene27,Gene28,Gene29,Gene30,Gene31,Gene32,Gene33,Gene34,Gene35,Gene36,Gene37,Gene38,Gene39,Gene40,Gene61,Gene62,Gene63,Gene64,Gene65,Gene66,Gene67,Gene68,Gene69,Gene70,Gene71,Gene72,Gene73,Gene74,Gene75,Gene76,Gene77,Gene78,Gene79,Gene80,Gene41,Gene42,Gene43,Gene44,Gene45,Gene46,Gene47,Gene48,Gene49,Gene50,Gene51,Gene52,Gene53,Gene54,Gene55,Gene56,Gene57,Gene58,Gene59,Gene60
Cell374,0.7474949899799599,4,29,3,38,33,13,2,2,25,32,2,9,6,0,9,9,7,1,3,1,2,15,12,0,7,3,6,1,4,3,0,2,0,3,6,5,1,1,0,1,868,5805,1245,2804,6016,5903,227,803,7372,1739,14,53,35,83,14,30,8,32,2,37,2,37,108,27,182,20,2,6,31,25,1,2,0,0,0,1,2,2,2,6
Cell375,0.749498997995992,3,6,16,8,10,22,1,5,12,37,1,15,2,4,3,1,0,4,2,3,7,5,12,2,10,5,3,12,1,2,3,2,2,0,2,1,1,1,0,0,186,2339,1015,1861,10059,5770,394,444,2926,1668,16,45,25,57,60,16,40,49,12,10,1,95,15,18,95,45,11,29,27,36,2,1,1,2,0,1,0,1,1,2
Cell376,0.751503006012024,3,6,16,35,34,21,5,7,45,13,2,4,0,0,11,6,4,10,0,6,8,3,20,9,28,4,7,6,1,16,1,2,2,3,3,3,0,0,1,5,249,3177,1944,5136,5441,5874,65,742,2820,2681,10,37,28,38,152,16,35,45,10,66,4,37,27,27,14,18,5,6,14,55,0,0,1,0,0,1,0,1,0,0
Cell377,0.7535070140280561,1,25,24,11,54,53,2,0,27,27,1,5,8,1,4,4,2,8,3,3,2,4,6,4,13,0,7,0,4,4,0,0,1,0,1,0,0,1,0,4,371,3850,1737,5421,6077,3501,137,412,2091,8220,24,140,44,65,30,17,7,29,11,27,3,48,51,63,187,33,12,12,11,10,1,2,0,0,0,2,1,0,0,2
Cell378,0.7555110220440882,10,4,40,26,7,9,0,4,24,27,1,2,1,5,1,3,3,24,2,3,3,3,2,1,18,5,8,2,4,9,0,3,2,2,4,2,1,1,2,2,422,3465,3374,8434,12004,7808,104,454,7190,6137,44,52,7,65,30,29,64,45,4,18,4,14,44,63,189,33,1,4,24,23,0,2,3,0,2,2,1,2,2,0
Cell379,0.7575150300601202,4,7,36,17,37,11,1,11,67,35,3,15,4,4,6,9,3,3,2,5,1,17,26,5,38,0,2,10,3,5,1,1,4,7,1,0,4,2,1,1,131,3905,1170,3753,3736,8952,515,338,1332,3309,25,72,28,62,111,31,27,36,7,21,8,52,30,14,89,22,4,15,15,9,1,0,0,1,2,0,0,2,0,0
Cell380,0.7595190380761523,2,33,10,10,39,6,0,1,34,38,3,12,1,0,14,1,4,14,0,9,1,19,18,1,30,3,4,2,9,1,0,2,0,2,1,0,2,4,1,2,180,1281,1090,4152,6838,4837,442,288,5158,2229,8,18,53,5,106,34,3,82,2,40,3,23,30,9,42,21,13,14,25,22,1,3,2,0,1,3,1,0,2,5
Cell381,0.7615230460921844,1,9,14,53,38,5,4,7,20,29,5,7,4,8,23,4,12,4,1,0,1,8,11,6,25,2,5,11,1,1,0,1,1,6,0,2,1,0,1,0,218,2663,1059,3646,4780,5111,217,146,1292,2187,18,24,107,77,86,1,106,68,15,47,1,79,73,35,56,66,21,20,42,8,0,0,0,0,1,2,0,0,1,1
Cell382,0.7635270541082164,5,2,19,15,51,27,1,4,19,37,3,6,4,6,2,9,12,5,1,2,6,3,26,11,57,2,4,0,16,7,0,1,6,0,0,3,1,2,3,2,290,1208,3357,2625,4131,5405,139,532,2002,1847,5,29,24,23,82,31,73,40,20,48,3,37,23,38,83,23,13,15,44,28,3,0,2,0,3,4,1,0,0,4
Cell383,0.7655310621242485,0,5,31,29,50,27,2,4,23,15,3,5,3,2,0,3,7,7,5,1,2,22,17,4,21,6,2,11,9,6,1,2,0,0,1,3,3,1,2,2,733,4682,2513,3118,3748,4577,191,319,2622,1536,44,168,11,4,61,26,52,21,21,14,8,43,53,21,76,76,10,3,16,51,1,1,1,2,0,1,1,0,2,1
Cell384,0.7675350701402806,0,16,10,26,25,23,2,4,5,13,1,14,5,5,19,20,4,5,5,0,1,4,12,10,17,0,0,11,5,5,0,1,3,3,1,0,1,0,1,6,276,2546,2481,2143,9693,4998,43,254,2459,3980,67,116,15,61,88,20,30,15,20,56,6,75,88,53,61,31,8,4,27,27,0,1,0,2,0,1,1,2,1,3
Cell385,0.7695390781563125,4,8,8,13,21,12,2,1,18,19,4,8,8,3,3,18,4,10,4,3,1,20,17,0,36,2,0,9,2,15,0,0,3,2,1,1,5,2,2,0,279,1320,1363,3035,15254,3834,152,697,1902,4332,28,262,37,22,108,24,18,22,21,21,8,55,29,24,3,34,11,10,90,16,2,2,0,0,1,1,0,2,1,2
Cell386,0.7715430861723446,4,1,10,45,19,8,0,1,7,58,5,0,4,8,3,11,1,4,0,1,3,6,2,0,9,5,10,5,3,36,0,1,1,0,0,1,1,0,2,3,84,2501,461,1280,1119,2298,67,174,1772,4765,20,45,59,34,162,73,46,53,13,59,6,44,60,101,157,64,3,5,15,58,1,1,2,0,1,1,1,6,2,1
Cell387,0.7735470941883766,4,2,12,13,31,28,5,4,2,27,2,10,2,9,8,2,5,3,8,1,0,6,7,7,65,2,16,7,7,9,0,0,1,2,1,1,2,2,0,5,205,3343,464,2501,4232,1477,40,532,10345,1098,25,143,33,48,61,18,65,21,11,46,3,59,74,15,63,111,4,9,21,17,0,0,2,2,3,0,1,0,4,2
Cell388,0.7755511022044087,3,16,33,30,23,14,0,4,10,29,0,10,13,1,3,4,16,5,10,2,0,16,24,4,64,13,0,8,6,11,0,1,2,3,0,2,1,0,0,2,105,2852,1388,813,3702,4961,56,645,3183,2905,75,64,20,137,85,32,21,81,14,24,13,57,37,57,101,35,10,29,63,28,1,1,0,0,0,0,0,1,3,1
Cell389,0.7775551102204408,4,11,35,33,7,20,4,3,10,15,1,5,1,2,3,3,3,10,0,2,2,26,16,2,4,4,4,4,8,5,1,3,0,1,1,1,0,1,0,0,406,1737,963,4519,5947,2618,176,177,2512,2175,24,84,55,57,24,17,58,45,8,60,9,10,21,36,112,56,3,14,14,7,0,0,0,0,1,0,0,2,1,0
Cell390,0.7795591182364728,1,10,32,36,12,3,0,0,15,27,10,4,8,0,4,4,1,8,2,1,2,7,14,4,43,5,2,6,15,1,1,5,1,4,1,0,2,0,0,0,369,965,2153,4030,332,1306,67,613,1483,6691,9,61,34,66,180,25,74,89,0,42,19,47,37,1,113,91,3,13,36,26,0,0,0,1,0,1,4,0,1,0
Cell391,0.7815631262525049,1,10,30,31,11,20,5,0,23,18,2,22,9,2,3,16,7,21,0,0,2,9,22,7,21,1,0,8,3,14,2,1,0,4,0,2,1,1,1,1,160,3799,2010,3555,3729,5054,363,144,4431,628,19,48,107,8,57,38,16,49,30,32,6,103,38,91,187,72,12,19,69,14,0,0,1,2,3,0,1,2,2,1
Cell392,0.783567134268537,4,5,1,14,9,14,1,4,29,18,0,9,3,9,13,12,6,4,2,5,1,5,10,2,29,2,6,6,17,3,1,2,2,1,3,0,3,0,0,2,315,2756,823,7712,5722,1541,276,397,1985,4656,36,77,79,29,232,25,31,99,20,24,5,12,51,12,70,20,5,2,73,27,0,1,2,1,0,1,2,0,3,1
Cell393,0.785571142284569,4,4,13,37,23,18,3,4,90,18,7,4,4,4,0,4,2,17,0,3,2,22,20,9,16,6,3,2,11,15,1,1,1,1,0,1,2,1,3,2,272,5877,999,2140,2280,851,173,669,5072,5963,19,180,32,31,31,34,103,80,33,25,12,30,6,40,52,36,7,16,25,75,4,1,2,1,2,1,0,0,0,0
Cell394,0.7875751503006011,6,23,22,31,42,7,4,6,10,31,8,16,6,2,2,2,4,14,7,1,1,4,18,10,45,1,3,15,7,3,0,0,1,1,0,1,2,1,2,2,262,2120,2321,7140,1158,14084,565,631,1927,4591,30,67,25,18,50,23,26,26,5,12,15,7,26,11,233,65,7,10,36,9,0,1,0,2,0,0,0,1,2,1
Cell395,0.7895791583166332,5,13,5,14,8,6,7,4,7,39,7,14,3,5,2,4,6,5,4,5,1,6,8,4,22,2,1,12,9,2,1,0,1,1,1,0,1,0,2,0,449,1271,3167,1413,946,6165,91,671,1829,1479,38,51,158,43,112,41,103,71,25,45,3,29,86,4,51,19,7,11,32,49,2,0,0,0,0,1,0,0,0,0
Cell396,0.7915831663326652,3,7,1,19,9,11,0,0,11,25,2,4,3,1,4,3,6,7,2,0,3,31,3,3,20,6,1,10,15,12,2,0,1,3,1,3,1,0,0,2,530,155,1687,512,3890,4377,151,416,6571,1111,13,122,60,35,119,43,3,38,20,0,40,47,28,37,172,61,9,21,12,9,3,0,0,0,1,0,3,2,2,3
Cell397,0.7935871743486973,1,19,12,11,10,12,0,0,8,13,3,4,1,6,6,5,6,15,0,4,3,9,15,3,39,2,2,11,7,5,0,0,0,0,0,0,1,2,0,3,191,889,573,1617,3365,8810,140,366,3065,3910,33,46,48,48,255,20,2,69,34,40,9,44,69,17,95,79,13,14,81,14,1,4,0,3,0,0,0,2,1,0
Cell398,0.7955911823647294,6,2,9,17,8,12,5,3,0,20,5,20,7,11,11,10,17,15,7,4,5,2,14,3,12,3,4,6,1,13,0,2,2,2,1,1,1,2,3,1,768,897,1821,3625,6488,4927,33,231,5891,3138,9,29,27,31,128,50,71,15,6,44,9,29,40,58,125,21,11,23,25,28,0,2,0,0,1,1,0,1,0,3
Cell399,0.7975951903807614,7,9,23,41,12,2,0,0,12,4,0,11,5,4,3,7,19,3,2,1,3,5,2,7,78,0,1,3,17,3,0,1,0,1,2,1,0,1,1,5,628,1964,1182,5368,9817,1542,28,62,14490,1069,18,213,33,210,153,10,12,40,1,37,2,50,23,20,31,25,15,25,22,25,0,0,0,0,0,0,1,1,3,2
Cell400,0.7995991983967935,3,12,30,39,12,18,2,5,2,6,3,6,5,10,1,3,2,5,6,2,3,18,28,1,28,1,1,12,10,8,4,0,3,3,2,0,0,1,0,1,109,1771,4140,1004,5987,3991,88,47,706,4923,31,63,7,44,44,27,68,22,19,26,3,1,54,55,16,32,8,17,141,4,0,0,0,0,0,0,0,3,2,2
Cell401,0.8016032064128256,0,7,4,9,4,13,6,0,5,19,0,17,4,0,5,3,0,19,6,1,1,9,12,5,43,0,0,6,13,12,0,2,0,3,1,6,0,0,1,2,292,2096,1460,3964,1012,3045,48,144,3280,1207,34,124,77,14,197,29,7,37,26,50,7,43,29,39,49,71,15,11,35,15,1,0,4,0,0,0,4,0,2,1
Cell402,0.8036072144288576,1,26,19,34,14,22,5,4,7,6,3,2,3,0,5,16,9,6,1,5,4,1,31,4,18,2,0,13,7,1,0,3,1,2,0,1,3,0,0,1,102,1256,553,4520,3940,2234,307,548,865,1502,83,340,62,76,99,35,42,73,30,9,25,43,70,26,13,41,0,7,6,21,3,0,1,0,1,4,5,0,0,0
Cell403,0.8056112224448897,11,25,10,9,4,10,5,4,6,19,4,9,3,7,1,10,18,13,2,7,5,3,21,8,67,0,4,1,12,7,2,0,5,2,0,2,5,4,0,0,187,1943,1780,1090,1969,3774,72,133,3283,2888,39,97,35,88,143,65,6,20,22,23,3,0,66,60,79,25,2,11,29,26,1,2,5,0,3,1,0,1,1,2
Cell404,0.8076152304609218,3,0,15,19,1,15,5,0,27,7,0,13,6,4,6,19,6,13,6,5,2,20,27,7,16,1,15,3,0,5,3,4,1,1,0,0,0,0,0,2,52,4135,912,3459,11218,4368,177,1189,2508,346,56,30,96,30,37,11,63,42,29,54,11,26,65,29,64,9,15,19,26,28,1,3,2,1,0,0,2,3,3,0
Cell405,0.8096192384769538,0,8,24,23,5,6,0,3,41,14,9,7,3,1,16,7,13,4,0,3,0,14,16,6,55,1,7,0,9,0,2,0,3,1,0,0,0,1,0,0,175,1622,2224,5276,3278,6830,214,511,6078,2701,15,41,61,38,49,37,72,91,24,33,1,28,15,13,42,51,10,12,18,57,1,0,1,0,0,0,0,3,0,0
Cell406,0.8116232464929859,8,9,6,12,3,9,0,1,3,21,2,28,10,3,41,0,1,15,5,3,1,12,3,7,52,2,0,2,21,16,0,0,3,5,0,2,1,1,3,0,63,2450,3637,818,3310,7360,237,408,4246,2585,23,96,102,87,149,43,65,104,44,91,22,115,28,49,56,34,5,14,17,21,0,0,0,1,1,0,0,1,3,0
Cell407,0.813627254509018,9,7,18,32,11,12,3,0,13,4,1,28,2,7,14,6,6,20,8,1,10,12,17,5,19,1,4,5,8,3,1,1,1,1,2,0,0,0,1,1,73,5361,1382,3020,12876,2874,94,374,4027,6584,26,137,89,72,128,33,18,179,23,12,4,82,58,64,81,35,4,26,32,24,0,0,0,0,3,1,0,1,0,1
Cell408,0.81563126252505,8,2,16,15,11,12,4,3,4,19,5,0,3,2,22,4,1,17,0,1,2,7,17,4,78,9,3,5,2,4,2,1,1,1,1,0,0,0,1,1,59,2321,369,1142,1030,1641,234,256,8575,1939,49,29,53,58,59,33,26,148,24,3,8,42,97,31,120,11,13,18,51,15,2,1,1,1,1,0,0,0,0,1
Cell409,0.8176352705410821,2,3,13,60,2,4,7,2,9,33,20,9,16,8,2,8,1,5,8,1,0,5,26,16,17,3,3,9,9,25,0,2,2,2,0,3,0,2,0,4,591,4067,1973,2635,2313,1472,49,100,525,3459,47,191,39,17,149,66,165,172,11,37,15,41,38,63,26,44,9,11,45,26,0,0,0,2,0,0,0,0,0,0
Cell410,0.8196392785571142,3,8,9,7,3,9,1,0,16,17,5,11,17,9,19,1,2,2,1,10,7,32,45,4,8,11,3,0,10,9,1,1,0,3,2,1,0,0,3,4,369,902,526,6834,4824,4790,44,229,1447,923,83,45,74,84,108,9,57,43,8,39,4,36,37,30,74,37,1,14,29,8,2,4,0,2,0,2,0,1,2,0
Cell411,0.8216432865731462,5,25,18,31,21,11,1,8,32,34,1,9,3,3,7,11,3,2,3,2,8,20,42,10,43,4,4,8,13,14,0,0,2,1,1,0,0,3,5,3,84,4443,1602,1336,1496,4192,39,365,5262,4417,30,46,27,54,127,37,86,31,15,70,3,70,54,22,68,18,2,10,47,103,0,2,0,2,0,2,0,1,0,0
Cell412,0.8236472945891783,0,10,17,27,0,21,7,5,16,27,1,3,3,3,27,4,9,13,2,3,8,13,11,2,54,5,12,5,12,5,1,1,1,3,0,0,1,1,1,2,112,1326,1140,1489,3799,1450,73,304,4682,3592,25,142,82,121,354,32,176,84,15,76,32,13,13,36,43,34,2,11,36,47,3,0,1,5,4,2,1,0,1,0
Cell413,0.8256513026052104,3,5,10,21,33,3,1,0,7,20,2,4,3,3,3,14,6,3,4,2,2,32,15,1,31,5,12,12,7,11,1,0,1,3,2,0,0,1,0,1,77,2437,1804,2345,1061,3741,225,121,2494,467,14,116,108,34,88,27,24,60,16,21,7,43,14,80,104,10,9,30,87,54,0,1,0,1,0,0,1,1,2,0
Cell414,0.8276553106212424,0,2,16,6,4,3,0,3,6,20,0,10,5,3,14,7,6,9,5,4,3,4,15,4,36,0,8,9,7,14,0,0,1,0,1,0,0,1,1,2,72,1951,1581,990,1620,1774,71,204,3975,2540,57,28,280,54,243,3,140,111,29,7,37,32,19,54,137,46,6,12,70,30,4,0,1,0,0,1,2,0,4,1
Cell415,0.8296593186372745,3,16,24,49,27,4,1,2,42,16,13,34,0,6,2,24,5,19,8,5,5,17,9,10,45,3,4,27,12,10,2,0,0,0,0,1,0,0,0,2,101,1971,593,1466,1373,5234,208,131,3626,3350,44,159,125,94,114,70,46,123,33,34,22,34,28,8,48,37,5,14,39,24,0,0,3,1,0,4,2,0,0,2
Cell416,0.8316633266533066,4,10,11,6,7,5,10,1,1,28,1,14,2,1,16,10,1,30,5,6,0,24,10,10,57,4,4,4,12,9,1,1,3,7,2,0,0,0,0,2,214,946,1720,1281,10820,3352,228,225,1351,2842,71,366,53,129,235,55,69,41,25,37,6,5,79,14,37,16,5,1,18,35,0,0,0,3,2,0,3,2,2,1
Cell417,0.8336673346693386,0,5,11,2,7,3,2,0,12,39,7,7,7,4,8,4,4,16,1,0,3,12,14,2,75,0,1,15,17,10,0,1,0,1,1,0,0,0,0,1,707,3741,1326,622,4869,3605,247,258,813,1261,61,85,41,24,252,62,11,74,12,36,12,9,83,58,95,53,5,0,13,88,1,0,1,3,2,4,1,2,1,0
Cell418,0.8356713426853707,9,3,0,8,8,25,2,0,1,10,7,4,7,3,16,22,6,8,8,2,0,18,16,2,14,6,5,4,0,3,2,1,2,3,0,0,5,0,1,2,34,787,503,1193,1123,5242,146,33,2666,2481,105,198,79,119,110,42,60,13,15,62,12,38,70,50,50,31,0,12,19,34,0,2,3,1,3,0,1,0,1,1
Cell419,0.8376753507014028,2,2,14,4,41,8,3,2,3,31,5,25,4,7,8,9,9,5,3,5,3,39,45,19,73,2,16,6,6,10,1,0,0,4,0,0,1,1,0,2,279,1376,1039,315,796,2189,120,67,3976,1595,183,62,77,91,258,16,70,33,56,15,13,22,37,7,166,85,11,11,50,80,4,3,2,0,1,3,0,0,0,0
Cell420,0.8396793587174348,1,6,4,18,4,1,1,0,2,11,1,14,8,6,7,1,3,5,3,1,4,17,49,3,32,8,3,8,4,12,0,0,2,4,1,0,0,2,1,0,205,2729,2021,1492,3366,2393,142,386,4628,1787,36,127,167,76,168,28,79,35,4,27,1,87,10,27,58,85,1,22,17,35,3,1,1,3,1,1,2,0,1,3
Cell421,0.8416833667334669,5,6,3,22,4,7,1,3,4,10,0,9,22,5,13,19,21,11,3,6,0,21,44,6,57,4,1,6,8,7,1,5,1,1,2,2,1,0,0,3,60,2385,984,1882,1873,5785,59,383,4188,1380,109,122,67,83,321,18,68,36,34,46,3,8,7,50,25,83,10,19,78,30,1,1,2,0,0,0,2,2,1,2
Cell422,0.843687374749499,9,11,16,17,4,13,1,1,8,34,0,5,9,6,9,12,3,17,4,1,10,45,45,5,26,11,7,12,21,5,0,2,0,1,0,1,0,0,0,1,397,1220,843,768,1545,4602,347,543,2531,3805,14,134,51,127,231,50,14,18,9,61,1,32,62,43,97,74,2,16,41,12,1,0,1,1,0,0,1,0,1,1
Cell423,0.845691382765531,0,8,10,1,11,1,1,1,20,10,4,4,1,4,25,3,10,10,7,8,2,49,3,7,87,5,6,5,6,44,0,0,0,2,1,3,0,0,0,0,441,427,1650,2379,4901,4776,301,333,3062,3088,15,94,53,77,132,113,123,287,25,16,13,32,63,7,84,109,10,7,85,12,4,0,3,0,0,0,0,1,0,0
Cell424,0.8476953907815631,2,2,0,18,17,3,1,1,11,17,12,10,7,3,8,11,9,11,4,3,1,16,21,7,111,8,2,4,12,5,0,0,2,1,0,1,0,1,0,1,435,1002,370,373,2249,1578,179,189,1749,1933,34,159,167,182,265,20,101,111,15,86,14,49,12,10,71,44,20,31,43,87,1,1,3,0,1,4,0,1,0,1
Cell425,0.8496993987975952,5,6,23,58,4,1,9,3,26,26,3,10,6,13,7,9,5,16,1,10,5,3,36,9,166,0,3,6,5,24,0,0,2,3,2,0,0,0,0,2,402,2734,2337,1202,1272,1256,267,106,1304,3086,75,343,151,83,50,83,62,96,36,28,12,51,50,32,18,47,21,15,94,15,1,1,0,0,1,1,2,3,0,1
Cell426,0.8517034068136272,4,3,3,17,5,11,1,0,6,14,3,20,2,3,10,3,8,12,5,3,21,12,8,10,79,4,6,10,10,10,4,0,1,3,1,1,2,0,0,0,88,987,2149,925,3341,47,31,141,1378,1873,55,124,151,126,440,8,49,137,22,48,21,43,31,5,148,52,10,34,73,10,0,2,0,1,0,1,1,0,4,0
Cell427,0.8537074148296593,0,2,0,10,7,10,3,2,7,9,5,3,2,8,4,16,4,15,12,13,5,8,3,10,52,4,6,9,14,8,0,2,0,1,0,0,2,0,1,2,170,2782,893,3071,1793,2357,83,148,2143,2180,40,208,80,47,193,38,36,64,18,72,2,44,48,56,44,51,16,3,20,6,0,2,4,2,4,1,0,0,0,0
Cell428,0.8557114228456913,3,12,9,24,7,6,1,4,13,16,1,2,6,7,29,11,10,14,5,3,1,18,19,13,56,1,6,23,2,16,2,4,0,0,0,0,0,0,0,4,303,1449,3339,4312,3541,1936,165,265,3156,1179,31,360,24,121,391,16,11,32,28,94,7,52,41,47,136,39,16,16,62,69,4,0,0,1,1,1,0,0,5,0
Cell429,0.8577154308617234,4,2,1,10,14,15,0,0,10,5,3,51,10,6,26,13,15,7,4,8,2,21,20,4,33,11,17,4,22,4,3,0,1,1,3,1,0,2,0,1,104,1859,2073,2118,2303,1385,103,451,1809,1414,171,90,30,34,91,38,196,106,36,82,12,89,72,118,155,61,6,9,30,25,2,2,0,0,0,2,0,0,1,1
Cell430,0.8597194388777555,3,0,6,6,6,5,4,2,3,21,7,8,6,4,1,27,1,35,4,7,3,36,31,6,54,3,19,19,31,39,1,0,2,6,1,0,1,0,1,1,250,516,811,3293,1460,5233,118,122,4975,1608,12,428,89,108,559,131,63,53,32,52,0,8,36,14,89,72,4,17,59,22,0,0,2,1,0,0,0,0,1,2
Cell431,0.8617234468937875,5,18,14,16,1,5,0,1,4,7,0,6,4,9,15,26,0,9,17,1,0,30,30,14,21,3,2,15,17,33,0,0,2,3,0,2,0,0,2,3,130,1180,1824,3261,3079,3490,164,327,6143,1092,37,125,63,19,178,37,90,23,31,40,11,33,19,75,225,36,5,6,9,25,0,0,0,2,3,5,2,1,3,1
Cell432,0.8637274549098196,5,6,12,29,6,5,1,1,2,15,6,24,3,8,10,26,2,10,5,2,14,24,26,22,35,3,0,5,19,6,0,1,0,0,0,0,1,1,0,6,378,1429,1496,2051,1136,1859,124,195,13092,837,14,253,167,63,206,31,156,98,48,23,12,20,60,98,35,76,4,5,31,29,0,2,1,5,4,0,0,1,2,0
Cell433,0.8657314629258517,4,7,7,11,7,2,5,0,3,14,5,1,6,1,13,3,4,16,29,7,1,29,17,10,82,5,8,7,3,13,0,0,0,5,0,2,4,4,2,0,552,1461,917,4084,2061,1906,187,186,5397,2236,18,216,146,173,144,25,68,136,45,81,10,75,16,49,31,50,16,5,15,26,0,0,4,1,0,0,1,1,3,0
Cell434,0.8677354709418837,1,3,10,27,7,8,2,2,10,10,13,17,6,1,24,9,13,2,5,1,8,31,69,3,57,7,18,16,16,15,1,4,0,1,1,1,1,4,0,1,152,2399,1074,5414,3554,2900,110,107,3458,1312,15,223,76,55,312,74,116,121,70,121,1,94,44,59,48,50,10,14,21,37,1,0,0,0,1,2,2,0,2,0
Cell435,0.8697394789579158,0,4,13,11,4,4,1,2,7,8,8,24,8,16,5,6,0,8,6,4,7,5,9,12,66,5,6,16,13,2,3,2,0,0,1,1,1,0,1,1,145,3019,1856,1140,2705,4195,36,247,166,947,141,112,87,144,426,55,52,141,14,16,16,55,31,52,36,56,9,27,58,35,1,4,0,0,0,2,1,1,2,1
Cell436,0.8717434869739479,0,11,2,7,2,2,1,0,3,27,2,11,2,3,18,44,12,5,0,9,6,4,17,11,150,8,13,3,8,7,1,0,0,1,1,0,2,5,2,0,113,2636,103,3072,2183,2066,43,227,507,2460,82,438,199,230,281,113,190,19,51,81,2,47,49,79,102,10,4,29,13,22,2,0,1,1,3,1,1,1,0,1
Cell437,0.8737474949899798,3,12,6,14,20,3,1,1,26,8,3,7,3,5,5,49,11,10,9,5,1,80,33,9,89,6,1,5,8,22,1,1,0,1,3,0,0,0,1,1,234,2464,1017,1361,2243,799,50,421,1577,3320,20,102,275,228,436,79,136,269,17,62,7,20,93,74,146,90,8,16,63,42,0,1,1,0,2,0,0,0,0,1
Cell438,0.8757515030060119,9,1,8,30,2,4,0,1,12,11,10,11,6,9,25,16,17,5,13,2,0,14,28,3,23,1,6,20,12,4,1,0,0,2,0,1,1,0,1,0,146,612,1990,2268,3261,3829,97,196,910,1558,30,181,146,19,510,79,135,24,16,67,7,51,30,12,23,69,8,15,57,34,0,0,2,2,1,0,3,1,1,0
Cell439,0.877755511022044,2,2,8,24,13,7,0,0,1,22,7,32,1,11,15,11,8,17,3,6,0,9,20,8,139,13,1,6,15,30,0,0,4,0,0,1,0,0,1,0,147,732,1142,1290,90,6996,39,122,1281,2945,22,388,50,120,701,54,37,131,60,18,2,15,42,35,41,87,18,10,41,74,1,1,1,0,0,1,1,2,1,0
Cell440,0.879759519038076,2,0,19,3,15,2,1,7,13,10,6,0,3,4,28,24,4,22,11,6,5,11,19,3,61,10,1,14,20,12,0,0,1,0,1,0,1,0,1,1,349,2291,811,1554,2018,1800,84,144,9325,1572,20,348,170,52,289,145,101,226,16,154,29,36,32,70,64,8,2,2,105,25,1,2,5,2,2,1,0,3,0,1
Cell441,0.8817635270541081,3,3,4,5,17,2,2,0,3,32,12,15,1,3,31,4,2,19,31,11,13,0,49,5,71,9,2,14,52,27,2,0,6,2,0,0,1,1,3,1,105,784,2082,625,3658,6025,32,258,796,537,32,198,122,93,218,34,89,90,54,34,13,71,19,12,50,66,9,27,74,28,3,0,2,1,2,4,1,0,0,1
Cell442,0.8837675350701402,0,5,3,30,6,9,0,1,16,5,7,13,1,6,17,46,14,8,3,9,6,66,13,0,45,15,3,4,18,7,0,2,2,2,1,2,1,0,4,0,213,1222,279,2334,6522,970,43,86,2311,2059,58,63,434,60,208,71,51,236,47,86,11,25,58,36,40,28,3,30,20,13,2,0,0,0,0,1,0,1,0,0
Cell443,0.8857715430861722,2,2,7,8,5,0,3,1,6,5,8,0,15,5,5,2,8,19,17,5,3,27,36,13,131,2,9,16,2,13,2,3,1,0,1,2,5,1,1,0,350,1698,1894,498,4522,2960,59,205,1032,1830,222,154,171,286,257,80,19,136,7,128,19,20,81,49,16,52,12,7,117,26,0,0,0,0,1,0,2,5,0,2
Cell444,0.8877755511022043,5,11,8,8,0,5,0,4,0,9,3,12,9,8,23,7,4,11,5,0,5,26,60,19,25,5,6,21,12,9,0,1,0,1,1,1,0,0,1,2,176,610,1070,2279,4118,3513,67,93,3777,2324,13,460,57,229,1254,68,95,78,39,96,17,6,19,9,46,141,7,3,135,44,0,0,1,0,2,1,0,0,2,0
Cell445,0.8897795591182364,0,10,13,7,6,1,2,2,12,51,19,7,18,9,21,12,14,6,3,6,1,18,21,28,57,3,5,17,35,8,3,1,0,2,4,0,1,2,0,1,167,1628,261,2077,3930,3260,81,117,1267,1292,121,186,224,180,267,321,165,70,19,77,18,139,61,48,50,47,7,22,49,39,1,0,1,2,1,1,2,3,1,3
Cell446,0.8917835671342684,4,6,3,19,12,4,0,2,16,3,6,46,14,3,5,6,7,26,10,9,4,33,41,15,51,26,5,6,5,6,0,0,1,2,0,0,0,0,1,0,133,712,836,4035,2533,2498,97,48,3019,523,79,531,115,32,268,61,192,171,13,204,27,39,23,118,21,25,7,9,18,29,1,0,2,0,0,0,1,2,0,0
Cell447,0.8937875751503005,3,4,6,14,4,5,1,0,6,7,3,33,0,2,35,8,2,31,8,9,8,0,51,19,85,28,1,2,10,18,4,0,0,3,1,0,1,0,1,2,253,1608,1164,1702,1321,1389,67,236,2475,841,82,274,300,166,645,41,202,83,78,99,18,19,20,44,23,33,6,2,59,74,0,1,1,0,0,0,1,1,3,1
Cell448,0.8957915831663326,8,3,11,4,8,8,1,0,4,9,2,16,7,7,8,10,4,6,13,1,0,26,26,1,47,9,4,2,9,18,0,1,0,0,0,0,0,1,0,0,493,570,406,988,928,1302,28,216,606,1027,72,355,498,205,1462,15,140,109,17,146,1,49,46,45,66,19,4,5,39,35,0,0,1,0,2,4,1,1,0,1
